Id,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
1564,5.0,2.0,0.4,3,0,1,0,2,0.0,1,151,0.0,1.0,True
1565,20.0,9.0,0.45,4,0,1,9,8,0.0,1,161,0.0,6.0,True
1566,9.0,41.0,4.555555555555555,10,0,0,8,3,6.0,0,187,2.0,4.0,False
1567,3.0,10.0,3.333333333333333,13,0,0,0,1,2.0,1,164,0.0,2.0,False
1568,8.0,52.0,6.5,6,2,2,2,4,5.0,0,197,5.0,5.0,False
1569,8.0,16.0,2.0,10,0,1,2,1,7.0,0,402,2.0,0.0,False
1570,36.0,12.0,0.3333333333333333,2,0,0,3,3,8.0,2,171,1.0,1.0,False
1571,30.0,20.0,0.6666666666666666,14,4,0,2,6,14.0,0,368,4.0,0.0,False
1572,42.0,50.0,1.1904761904761905,11,0,1,2,6,33.0,1,403,8.0,2.0,False
1575,25.0,61.0,2.44,4,0,0,4,5,17.0,1,253,3.0,5.0,False
1576,7.0,95.0,13.571428571428571,10,2,2,1,0,6.0,0,428,14.0,1.0,False
1577,18.0,8.0,0.4444444444444444,5,0,0,3,6,5.0,1,149,0.0,1.0,False
1579,1.0,20.0,20.0,3,0,0,0,1,1.0,1,367,2.0,5.0,False
1580,39.0,56.0,1.435897435897436,13,0,0,1,4,32.0,0,200,8.0,3.0,False
1582,18.0,5.0,0.2777777777777778,5,0,1,4,5,3.0,2,260,0.0,0.0,False
1583,4.0,1.0,0.25,1,0,1,0,2,0.0,0,137,0.0,1.0,True
1584,10.0,32.0,3.2,2,0,0,9,8,1.0,2,163,0.0,21.0,True
1585,16.0,4.0,0.25,14,0,0,5,3,3.0,0,202,0.0,1.0,False
1586,16.0,68.0,4.25,12,0,7,7,3,11.0,1,312,6.0,10.0,False
1587,23.0,0.0,0.0,14,0,4,1,4,0.0,0,460,0.0,0.0,False
1588,2.0,13.0,6.5,3,0,0,0,2,0.0,0,85,0.0,9.0,True
1590,16.0,69.0,4.3125,4,0,2,2,5,8.0,2,264,4.0,6.0,False
1591,7.0,56.0,8.0,6,0,0,3,5,5.0,0,200,6.0,4.0,False
1592,13.0,1.0,0.0769230769230769,9,0,3,6,2,1.0,0,209,0.0,0.0,False
1593,2.0,37.0,18.5,1,0,1,0,0,1.0,0,352,5.0,3.0,False
1594,25.0,14.0,0.56,5,2,0,5,5,8.0,1,118,1.0,1.0,False
1595,24.0,10.0,0.4166666666666667,6,0,0,1,1,6.0,1,169,1.0,0.0,False
1596,6.0,28.0,4.666666666666667,2,0,1,0,2,2.0,1,88,0.0,18.0,True
1597,34.0,21.0,0.6176470588235294,7,0,0,3,5,13.0,0,223,2.0,2.0,False
1598,4.0,50.0,12.5,9,0,0,0,1,3.0,2,231,12.0,12.0,False
1599,16.0,17.0,1.0625,11,3,0,2,3,14.0,1,225,2.0,0.0,False
1600,12.0,36.0,3.0,6,0,1,1,2,8.0,0,167,2.0,1.0,False
1601,45.0,43.0,0.9555555555555556,11,0,2,2,5,35.0,0,315,6.0,1.0,False
1602,18.0,98.0,5.444444444444445,10,0,0,9,3,12.0,1,309,13.0,18.0,False
1603,6.0,39.0,6.5,4,1,0,4,1,3.0,0,174,3.0,1.0,False
1605,31.0,93.0,3.0,12,0,0,6,6,19.0,1,167,0.0,20.0,False
1606,22.0,16.0,0.7272727272727273,12,0,3,8,4,10.0,1,195,1.0,2.0,False
1607,9.0,34.0,3.7777777777777777,6,0,0,2,2,7.0,0,317,7.0,0.0,False
1608,17.0,112.0,6.588235294117647,11,0,0,1,3,15.0,0,326,12.0,0.0,False
1609,24.0,38.0,1.5833333333333333,5,0,2,2,1,16.0,1,236,6.0,0.0,False
1610,2.0,18.0,9.0,3,0,1,0,1,0.0,0,114,0.0,12.0,True
1611,2.0,5.0,2.5,4,0,0,0,0,1.0,1,381,0.0,0.0,False
1612,17.0,62.0,3.647058823529412,7,0,2,2,2,12.0,0,275,5.0,0.0,False
1613,5.0,35.0,7.0,1,0,1,0,2,2.0,1,67,0.0,24.0,True
1614,7.0,19.0,2.7142857142857144,5,0,0,5,3,4.0,0,247,2.0,2.0,False
1615,40.0,8.0,0.2,12,0,0,8,6,4.0,0,323,1.0,1.0,False
1616,18.0,12.0,0.6666666666666666,6,0,2,1,3,8.0,0,392,2.0,0.0,False
1617,47.0,52.0,1.1063829787234043,11,2,0,1,5,35.0,0,245,10.0,3.0,False
1618,1.0,14.0,14.0,3,0,1,0,0,1.0,0,311,2.0,1.0,False
1619,46.0,12.0,0.2608695652173913,8,0,0,1,4,10.0,0,285,2.0,0.0,False
1620,4.0,11.0,2.75,3,0,0,1,4,2.0,1,208,1.0,1.0,False
1621,9.0,41.0,4.555555555555555,9,3,0,1,0,6.0,1,173,2.0,1.0,False
1622,16.0,40.0,2.5,11,0,3,7,3,9.0,0,264,5.0,10.0,False
1623,6.0,24.0,4.0,2,0,0,0,2,0.0,2,194,0.0,13.0,True
1624,5.0,15.0,3.0,3,0,0,0,2,0.0,0,90,0.0,10.0,True
1625,3.0,13.0,4.333333333333333,10,0,1,0,0,2.0,1,310,0.0,2.0,False
1626,13.0,17.0,1.3076923076923077,4,0,0,8,9,4.0,0,63,0.0,12.0,True
1627,2.0,1.0,0.5,9,0,3,0,0,1.0,0,326,0.0,0.0,False
1628,10.0,2.0,0.2,7,0,0,4,5,1.0,1,241,0.0,0.0,False
1629,5.0,30.0,6.0,4,0,0,0,2,0.0,2,104,0.0,16.0,True
1630,55.0,7.0,0.1272727272727272,11,0,0,5,2,4.0,0,227,1.0,0.0,False
1631,47.0,16.0,0.3404255319148936,9,0,5,1,4,11.0,0,392,1.0,0.0,False
1632,43.0,50.0,1.162790697674419,11,0,0,9,8,25.0,0,150,3.0,9.0,False
1633,7.0,40.0,5.714285714285714,8,3,0,3,0,4.0,1,216,2.0,3.0,False
1634,20.0,12.0,0.6,1,0,0,10,9,2.0,0,128,0.0,7.0,True
1635,12.0,37.0,3.083333333333333,7,0,0,8,1,8.0,0,221,3.0,6.0,False
1636,7.0,13.0,1.8571428571428568,6,0,2,5,2,4.0,1,286,1.0,1.0,False
1637,11.0,6.0,0.5454545454545454,1,0,0,8,7,1.0,0,186,0.0,4.0,True
1638,2.0,7.0,3.5,12,0,0,0,1,1.0,2,313,0.0,1.0,False
1639,7.0,88.0,12.571428571428571,9,0,0,2,0,4.0,1,368,7.0,8.0,False
1640,6.0,123.0,20.5,9,0,0,2,1,4.0,0,251,14.0,3.0,False
1641,19.0,8.0,0.4210526315789473,14,0,0,1,2,7.0,0,378,2.0,0.0,False
1642,13.0,17.0,1.3076923076923077,4,0,0,4,0,7.0,1,332,2.0,0.0,False
1643,28.0,7.0,0.25,6,0,3,4,1,4.0,0,214,0.0,0.0,False
1644,13.0,65.0,5.0,5,1,1,2,2,9.0,1,374,6.0,1.0,False
1645,12.0,8.0,0.6666666666666666,10,0,3,2,2,6.0,1,271,2.0,0.0,False
1646,15.0,23.0,1.5333333333333334,9,0,0,1,2,12.0,0,281,2.0,0.0,False
1647,6.0,19.0,3.1666666666666665,2,0,0,0,2,0.0,0,129,0.0,12.0,True
1648,2.0,21.0,10.5,6,0,0,0,0,1.0,0,248,2.0,1.0,False
1649,33.0,26.0,0.7878787878787878,6,0,2,9,5,15.0,1,252,7.0,5.0,False
1650,13.0,4.0,0.3076923076923077,5,0,0,2,5,2.0,0,159,0.0,0.0,False
1652,30.0,67.0,2.2333333333333334,7,0,1,7,4,20.0,0,226,8.0,9.0,False
1653,6.0,16.0,2.6666666666666665,2,0,0,0,2,1.0,1,105,0.0,11.0,True
1654,6.0,26.0,4.333333333333333,3,0,1,4,1,3.0,0,178,1.0,2.0,False
1655,20.0,58.0,2.9,1,0,0,9,10,1.0,0,131,0.0,30.0,True
1656,33.0,29.0,0.8787878787878788,12,0,0,6,7,17.0,2,254,2.0,5.0,False
1657,28.0,26.0,0.9285714285714286,6,0,0,4,3,13.0,2,281,3.0,0.0,False
1659,39.0,24.0,0.6153846153846154,13,0,0,6,9,12.0,1,257,0.0,5.0,False
1660,3.0,10.0,3.333333333333333,9,0,0,0,0,2.0,1,179,1.0,2.0,False
1661,20.0,40.0,2.0,6,0,2,5,5,13.0,1,247,3.0,3.0,False
1664,7.0,91.0,13.0,9,0,3,4,1,4.0,1,388,7.0,10.0,False
1665,1.0,5.0,5.0,8,0,0,0,1,1.0,1,158,1.0,1.0,False
1666,36.0,19.0,0.5277777777777778,6,0,0,0,0,15.0,0,348,2.0,2.0,False
1667,25.0,4.0,0.16,5,1,0,2,3,3.0,0,277,1.0,0.0,False
1668,18.0,7.0,0.3888888888888889,9,0,1,3,1,4.0,1,199,1.0,0.0,False
1669,34.0,13.0,0.3823529411764705,11,0,0,7,4,7.0,1,280,0.0,2.0,False
1670,28.0,20.0,0.7142857142857143,10,1,0,6,7,12.0,0,233,2.0,4.0,False
1671,18.0,38.0,2.111111111111111,9,0,2,0,0,13.0,0,356,4.0,0.0,False
1672,10.0,7.0,0.7,5,0,1,3,5,5.0,0,232,1.0,1.0,False
1673,2.0,41.0,20.5,4,2,0,0,1,0.0,0,56,0.0,24.0,True
1675,35.0,22.0,0.6285714285714286,3,0,0,4,3,15.0,1,310,3.0,1.0,False
1676,6.0,40.0,6.666666666666667,5,1,0,6,1,3.0,0,180,4.0,7.0,False
1678,3.0,4.0,1.3333333333333333,0,0,0,0,1,0.0,1,101,0.0,3.0,True
1679,3.0,13.0,4.333333333333333,1,0,1,2,0,2.0,0,166,2.0,0.0,False
1680,22.0,19.0,0.8636363636363636,14,4,0,2,3,14.0,0,346,3.0,0.0,False
1682,22.0,4.0,0.1818181818181818,2,0,0,9,9,0.0,1,57,0.0,3.0,True
1683,3.0,26.0,8.666666666666666,11,0,0,0,0,2.0,0,237,4.0,6.0,False
1684,7.0,13.0,1.8571428571428568,12,0,3,6,0,4.0,0,188,0.0,2.0,False
1685,1.0,22.0,22.0,0,0,0,0,0,1.0,0,172,2.0,2.0,False
1686,10.0,24.0,2.4,3,0,0,9,5,3.0,1,102,0.0,14.0,True
1687,1.0,17.0,17.0,0,0,0,0,2,0.0,0,139,0.0,11.0,True
1688,1.0,8.0,8.0,12,0,2,0,1,1.0,0,284,0.0,2.0,False
1689,2.0,21.0,10.5,2,0,1,0,0,1.0,1,58,0.0,14.0,True
1690,4.0,49.0,12.25,7,0,0,1,4,2.0,2,122,3.0,4.0,False
1691,22.0,16.0,0.7272727272727273,3,0,1,2,5,11.0,0,201,1.0,2.0,False
1692,4.0,13.0,3.25,13,0,2,1,2,3.0,0,265,2.0,0.0,False
1693,18.0,13.0,0.7222222222222222,5,0,0,5,5,8.0,2,188,1.0,1.0,False
1694,7.0,88.0,12.571428571428571,8,0,0,7,1,4.0,1,229,8.0,13.0,False
1695,9.0,7.0,0.7777777777777778,7,0,0,5,1,4.0,0,188,1.0,2.0,False
1696,30.0,67.0,2.2333333333333334,5,0,2,0,0,25.0,1,299,10.0,3.0,False
1697,51.0,39.0,0.7647058823529411,10,0,0,3,4,32.0,0,262,4.0,0.0,False
1699,35.0,38.0,1.0857142857142856,7,0,2,1,3,21.0,1,201,5.0,1.0,False
1700,17.0,64.0,3.764705882352941,2,0,1,3,5,10.0,0,223,6.0,6.0,False
1701,2.0,14.0,7.0,4,0,1,0,2,0.0,1,80,0.0,8.0,True
1703,4.0,5.0,1.25,1,0,1,0,2,0.0,1,156,0.0,3.0,True
1705,23.0,0.0,0.0,12,3,2,9,4,0.0,1,263,0.0,0.0,False
1706,14.0,46.0,3.2857142857142856,8,0,0,4,2,8.0,1,203,5.0,3.0,False
1707,14.0,35.0,2.5,5,0,0,4,6,8.0,0,272,2.0,3.0,False
1708,43.0,25.0,0.5813953488372093,7,0,0,2,3,13.0,1,396,2.0,0.0,False
1709,5.0,64.0,12.8,7,0,0,2,1,3.0,1,389,5.0,7.0,False
1710,23.0,14.0,0.6086956521739131,5,1,0,9,3,8.0,0,382,1.0,2.0,False
1711,36.0,8.0,0.2222222222222222,7,0,0,2,4,4.0,0,181,1.0,0.0,False
1712,21.0,96.0,4.571428571428571,12,3,3,6,4,14.0,0,161,0.0,15.0,False
1714,12.0,41.0,3.4166666666666665,6,0,0,6,2,7.0,0,151,0.0,6.0,False
1715,20.0,34.0,1.7,7,2,0,1,1,12.0,1,201,2.0,0.0,False
1716,16.0,14.0,0.875,13,0,3,5,3,9.0,0,379,0.0,3.0,False
1717,52.0,29.0,0.5576923076923077,14,0,1,3,4,22.0,0,347,5.0,0.0,False
1718,3.0,31.0,10.333333333333334,7,0,2,0,0,2.0,2,228,5.0,5.0,False
1719,10.0,24.0,2.4,7,0,1,1,1,5.0,0,355,3.0,0.0,False
1720,40.0,42.0,1.05,9,0,1,1,6,28.0,0,498,7.0,0.0,False
1721,2.0,23.0,11.5,1,0,0,0,0,1.0,1,279,1.0,2.0,False
1722,4.0,66.0,16.5,6,0,2,1,3,3.0,1,248,8.0,6.0,False
1723,6.0,49.0,8.166666666666666,6,0,1,4,1,4.0,0,200,3.0,4.0,False
1724,4.0,62.0,15.5,0,0,0,0,1,1.0,1,136,0.0,36.0,True
1725,45.0,72.0,1.6,13,0,4,1,6,36.0,0,394,10.0,3.0,False
1726,22.0,3.0,0.1363636363636363,6,0,0,1,5,3.0,0,362,1.0,0.0,False
1727,2.0,24.0,12.0,1,1,1,0,1,0.0,2,164,0.0,15.0,True
1729,5.0,64.0,12.8,7,0,1,4,2,3.0,1,229,7.0,6.0,False
1731,11.0,7.0,0.6363636363636364,11,0,0,9,1,5.0,0,374,0.0,1.0,False
1732,9.0,11.0,1.2222222222222223,2,0,1,4,5,5.0,1,104,1.0,1.0,False
1733,43.0,1.0,0.0232558139534883,8,0,2,1,4,1.0,1,257,0.0,0.0,False
1734,7.0,10.0,1.4285714285714286,6,2,1,5,0,4.0,0,252,0.0,2.0,False
1735,40.0,9.0,0.225,10,0,0,1,5,6.0,0,310,2.0,0.0,False
1736,25.0,40.0,1.6,5,0,0,2,3,21.0,0,409,4.0,1.0,False
1738,20.0,8.0,0.4,2,0,1,8,8,1.0,1,157,0.0,4.0,True
1740,2.0,28.0,14.0,8,0,1,1,1,1.0,0,173,2.0,2.0,False
1741,4.0,25.0,6.25,3,0,0,0,2,0.0,1,125,0.0,14.0,True
1743,22.0,6.0,0.2727272727272727,9,0,3,4,2,3.0,2,299,0.0,0.0,False
1744,3.0,45.0,15.0,13,0,0,0,0,2.0,0,356,7.0,3.0,False
1745,13.0,50.0,3.8461538461538463,2,0,1,3,6,7.0,1,292,5.0,4.0,False
1746,24.0,49.0,2.0416666666666665,7,0,0,3,1,13.0,1,301,6.0,5.0,False
1747,8.0,16.0,2.0,2,0,0,7,4,1.0,0,78,0.0,10.0,True
1748,4.0,55.0,13.75,12,0,4,1,0,3.0,0,268,8.0,3.0,False
1749,7.0,35.0,5.0,7,0,0,2,4,4.0,0,240,3.0,3.0,False
1750,14.0,63.0,4.5,6,0,0,7,2,9.0,1,176,18.0,14.0,False
1751,4.0,91.0,22.75,3,0,1,3,2,2.0,0,158,7.0,7.0,False
1752,22.0,99.0,4.5,8,0,2,6,4,13.0,0,218,25.0,20.0,False
1753,33.0,14.0,0.4242424242424242,5,0,2,1,4,8.0,0,330,1.0,1.0,False
1754,8.0,30.0,3.75,4,0,0,8,1,2.0,0,52,0.0,18.0,True
1755,5.0,0.0,0.0,2,0,0,4,2,0.0,0,269,0.0,0.0,False
1756,30.0,17.0,0.5666666666666667,8,2,0,0,0,15.0,0,401,2.0,0.0,False
1757,5.0,10.0,2.0,8,0,2,1,1,3.0,0,323,1.0,0.0,False
1758,6.0,52.0,8.666666666666666,1,0,1,0,2,0.0,0,146,0.0,28.0,True
1760,9.0,1.0,0.1111111111111111,3,0,0,4,1,1.0,2,315,0.0,0.0,False
1761,5.0,74.0,14.8,6,0,0,5,1,3.0,1,125,6.0,7.0,False
1764,10.0,21.0,2.1,2,0,0,2,4,6.0,2,210,2.0,1.0,False
1765,37.0,3.0,0.081081081081081,8,0,0,1,2,2.0,1,280,0.0,0.0,False
1766,3.0,17.0,5.666666666666667,0,0,0,0,1,2.0,0,179,0.0,9.0,True
1768,7.0,52.0,7.428571428571429,5,0,2,4,1,5.0,1,350,7.0,2.0,False
1769,8.0,0.0,0.0,8,0,3,2,0,0.0,1,398,0.0,0.0,False
1770,45.0,43.0,0.9555555555555556,7,0,0,3,3,30.0,2,251,3.0,0.0,False
1771,29.0,105.0,3.6206896551724137,5,0,2,4,3,16.0,0,265,11.0,2.0,False
1772,13.0,15.0,1.1538461538461535,6,0,0,6,2,7.0,0,317,2.0,3.0,False
1774,13.0,13.0,1.0,13,0,0,8,2,7.0,1,163,1.0,3.0,False
1775,4.0,65.0,16.25,4,0,2,0,1,0.0,0,109,0.0,34.0,True
1776,18.0,39.0,2.1666666666666665,11,0,0,0,0,16.0,0,391,8.0,3.0,False
1777,6.0,59.0,9.833333333333334,4,0,0,0,2,1.0,0,64,0.0,34.0,True
1779,8.0,31.0,3.875,3,0,1,5,4,5.0,0,150,4.0,2.0,False
1780,8.0,43.0,5.375,10,3,1,1,0,7.0,0,429,4.0,1.0,False
1781,20.0,38.0,1.9,5,0,2,4,5,11.0,1,221,4.0,3.0,False
1782,9.0,28.0,3.111111111111111,2,0,0,7,5,2.0,1,129,0.0,15.0,True
1783,43.0,79.0,1.837209302325581,14,3,0,0,0,35.0,1,480,12.0,4.0,False
1784,10.0,3.0,0.3,6,0,1,7,1,2.0,0,345,0.0,0.0,False
1785,8.0,67.0,8.375,2,0,1,8,1,0.0,0,94,0.0,35.0,True
1786,8.0,44.0,5.5,7,0,1,6,1,5.0,1,234,5.0,11.0,False
1788,4.0,3.0,0.75,2,0,0,0,2,0.0,0,174,0.0,2.0,True
1791,17.0,27.0,1.588235294117647,7,0,0,3,1,9.0,0,202,2.0,0.0,False
1793,9.0,22.0,2.4444444444444446,11,0,0,2,3,7.0,0,307,3.0,0.0,False
1795,7.0,33.0,4.714285714285714,7,0,0,3,1,5.0,0,311,3.0,3.0,False
1796,25.0,10.0,0.4,10,0,1,5,6,7.0,0,241,0.0,1.0,False
1797,21.0,11.0,0.5238095238095238,8,1,0,2,1,6.0,0,394,1.0,1.0,False
1798,3.0,40.0,13.333333333333334,6,0,0,1,3,2.0,0,279,2.0,4.0,False
1799,19.0,17.0,0.8947368421052632,7,0,0,3,1,10.0,0,386,2.0,0.0,False
1800,8.0,36.0,4.5,5,0,3,3,1,5.0,0,255,5.0,3.0,False
1801,9.0,38.0,4.222222222222222,5,2,2,5,5,5.0,1,170,2.0,3.0,False
1802,22.0,14.0,0.6363636363636364,8,0,3,5,4,9.0,1,217,2.0,3.0,False
1803,25.0,81.0,3.24,7,0,2,4,5,13.0,0,224,7.0,6.0,False
1804,7.0,9.0,1.2857142857142858,6,0,2,1,1,4.0,1,341,1.0,1.0,False
1805,28.0,8.0,0.2857142857142857,13,0,2,5,6,4.0,1,328,1.0,1.0,False
1806,9.0,20.0,2.2222222222222223,2,0,0,3,4,5.0,2,264,1.0,2.0,False
1807,9.0,33.0,3.6666666666666665,3,0,1,2,4,6.0,1,285,2.0,3.0,False
1808,23.0,53.0,2.3043478260869565,9,0,1,2,3,12.0,1,274,7.0,3.0,False
1809,30.0,53.0,1.7666666666666666,5,0,2,8,5,21.0,1,362,9.0,11.0,False
1811,3.0,59.0,19.666666666666668,4,0,1,0,0,2.0,1,292,3.0,8.0,False
1812,12.0,7.0,0.5833333333333334,3,0,1,9,9,0.0,1,145,0.0,4.0,True
1813,17.0,67.0,3.941176470588236,14,0,2,2,2,14.0,0,327,10.0,3.0,False
1815,4.0,42.0,10.5,2,0,1,1,0,2.0,1,150,6.0,0.0,False
1816,7.0,24.0,3.4285714285714284,1,0,1,7,0,1.0,1,102,0.0,15.0,True
1817,9.0,8.0,0.8888888888888888,4,1,0,4,4,5.0,2,123,1.0,1.0,False
1818,28.0,51.0,1.8214285714285716,13,0,0,8,7,20.0,2,184,7.0,6.0,False
1819,5.0,0.0,0.0,2,0,1,0,2,0.0,0,129,0.0,0.0,True
1820,2.0,24.0,12.0,14,0,0,0,2,1.0,1,288,0.0,3.0,False
1821,5.0,13.0,2.6,4,0,2,5,3,3.0,0,189,1.0,1.0,False
1822,21.0,121.0,5.761904761904762,7,0,0,3,1,11.0,0,359,13.0,2.0,False
1823,12.0,48.0,4.0,6,0,2,0,0,9.0,0,340,8.0,5.0,False
1824,19.0,58.0,3.0526315789473686,7,0,0,1,2,13.0,1,336,8.0,6.0,False
1825,10.0,23.0,2.3,6,0,2,2,5,7.0,1,252,2.0,2.0,False
1826,13.0,37.0,2.8461538461538463,4,0,0,10,7,3.0,2,53,0.0,23.0,True
1827,1.0,17.0,17.0,13,0,2,0,2,1.0,0,167,0.0,3.0,False
1828,7.0,98.0,14.0,12,0,4,6,2,5.0,1,239,8.0,12.0,False
1829,29.0,53.0,1.827586206896552,10,0,0,2,4,24.0,1,359,9.0,2.0,False
1830,5.0,43.0,8.6,4,0,2,4,0,3.0,1,196,2.0,0.0,False
1832,2.0,30.0,15.0,0,0,0,0,1,1.0,1,204,3.0,2.0,False
1833,11.0,18.0,1.6363636363636365,9,2,0,5,2,7.0,0,394,1.0,3.0,False
1834,4.0,15.0,3.75,6,0,0,2,0,3.0,0,278,1.0,0.0,False
1835,48.0,5.0,0.1041666666666666,17,0,0,0,0,4.0,1,475,1.0,0.0,False
1837,52.0,52.0,1.0,15,0,0,7,7,30.0,1,186,7.0,12.0,False
1838,7.0,31.0,4.428571428571429,5,0,0,7,0,4.0,0,221,6.0,7.0,False
1839,2.0,12.0,6.0,7,0,0,0,0,1.0,0,254,1.0,0.0,False
1841,27.0,58.0,2.1481481481481484,14,0,2,1,3,20.0,1,331,8.0,3.0,False
1842,2.0,1.0,0.5,3,0,1,0,0,0.0,0,177,0.0,1.0,True
1844,1.0,5.0,5.0,0,0,0,0,2,0.0,1,122,0.0,3.0,True
1845,9.0,30.0,3.333333333333333,3,0,0,2,5,6.0,1,182,2.0,2.0,False
1846,6.0,53.0,8.833333333333334,5,0,0,5,3,3.0,1,209,5.0,4.0,False
1847,8.0,62.0,7.75,2,0,1,7,4,1.0,1,55,0.0,35.0,True
1849,2.0,23.0,11.5,2,1,1,0,0,0.0,0,197,0.0,12.0,True
1850,30.0,36.0,1.2,10,0,0,5,4,16.0,1,267,2.0,7.0,False
1851,6.0,5.0,0.8333333333333334,3,0,0,0,2,1.0,0,150,0.0,3.0,True
1852,30.0,52.0,1.7333333333333334,2,0,1,3,7,17.0,0,251,6.0,5.0,False
1853,6.0,91.0,15.166666666666666,5,0,0,1,0,3.0,0,172,8.0,0.0,False
1854,1.0,23.0,23.0,9,0,0,0,0,1.0,0,349,1.0,2.0,False
1856,8.0,32.0,4.0,8,0,0,2,0,7.0,1,467,4.0,0.0,False
1857,14.0,55.0,3.928571428571429,3,0,1,2,6,9.0,0,196,3.0,5.0,False
1859,10.0,6.0,0.6,12,0,0,0,0,4.0,0,368,1.0,0.0,False
1860,5.0,73.0,14.6,7,0,0,3,3,3.0,1,235,9.0,6.0,False
1863,42.0,39.0,0.9285714285714286,9,0,0,1,4,29.0,0,351,6.0,3.0,False
1864,32.0,39.0,1.21875,4,0,0,2,4,22.0,1,350,5.0,0.0,False
1865,5.0,79.0,15.8,6,0,0,2,2,3.0,0,140,9.0,7.0,False
1866,7.0,31.0,4.428571428571429,5,0,1,0,0,6.0,0,437,4.0,0.0,False
1867,16.0,66.0,4.125,14,0,0,5,5,11.0,0,344,4.0,13.0,False
1868,23.0,25.0,1.0869565217391304,8,1,0,3,2,14.0,1,380,3.0,0.0,False
1869,2.0,14.0,7.0,3,0,0,0,0,2.0,1,56,0.0,9.0,True
1870,51.0,56.0,1.0980392156862746,18,0,0,1,4,44.0,0,409,11.0,3.0,False
1871,9.0,12.0,1.3333333333333333,2,0,1,2,5,5.0,0,198,1.0,1.0,False
1872,9.0,60.0,6.666666666666667,12,0,0,9,1,5.0,0,156,8.0,15.0,False
1873,7.0,7.0,1.0,13,2,0,0,0,6.0,0,306,1.0,0.0,False
1875,2.0,1.0,0.5,3,0,1,0,1,0.0,1,52,0.0,1.0,True
1876,25.0,22.0,0.88,14,0,0,2,4,17.0,1,348,4.0,0.0,False
1877,42.0,41.0,0.9761904761904762,5,0,2,4,6,22.0,0,168,4.0,4.0,False
1878,11.0,30.0,2.727272727272727,3,0,1,3,0,6.0,1,394,4.0,0.0,False
1879,8.0,23.0,2.875,3,1,1,7,3,3.0,1,72,0.0,15.0,True
1880,15.0,2.0,0.1333333333333333,7,0,1,2,1,1.0,0,378,0.0,0.0,False
1881,18.0,0.0,0.0,12,0,0,1,4,0.0,0,477,0.0,0.0,False
1882,5.0,0.0,0.0,7,0,2,1,1,0.0,0,355,0.0,0.0,False
1884,4.0,10.0,2.5,11,0,3,0,1,2.0,0,240,0.0,2.0,False
1885,3.0,35.0,11.666666666666666,11,0,2,0,0,2.0,1,254,6.0,2.0,False
1886,5.0,7.0,1.4,4,0,0,0,2,0.0,1,82,0.0,4.0,True
1887,16.0,4.0,0.25,1,0,1,8,8,2.0,0,184,0.0,2.0,True
1888,28.0,81.0,2.892857142857143,5,0,0,2,5,20.0,0,344,10.0,1.0,False
1889,53.0,18.0,0.3396226415094339,3,0,1,1,6,12.0,0,228,2.0,1.0,False
1890,14.0,59.0,4.214285714285714,6,1,2,3,6,8.0,0,283,6.0,6.0,False
1891,16.0,2.0,0.125,7,0,1,8,2,1.0,1,393,0.0,0.0,False
1892,59.0,27.0,0.4576271186440678,20,0,3,3,8,22.0,0,406,3.0,1.0,False
1893,18.0,35.0,1.9444444444444444,6,0,1,9,3,11.0,0,194,4.0,7.0,False
1894,25.0,33.0,1.32,3,1,1,4,3,14.0,0,325,4.0,1.0,False
1895,9.0,72.0,8.0,8,0,0,6,1,6.0,0,154,9.0,15.0,False
1896,42.0,67.0,1.5952380952380951,4,0,0,2,4,26.0,0,145,7.0,6.0,False
1897,6.0,16.0,2.6666666666666665,3,1,0,0,2,0.0,1,168,0.0,11.0,True
1898,19.0,54.0,2.8421052631578947,10,0,0,1,4,15.0,0,456,7.0,2.0,False
1899,5.0,37.0,7.4,8,2,1,1,0,3.0,1,255,5.0,0.0,False
1900,9.0,52.0,5.777777777777778,5,0,1,0,0,7.0,0,316,8.0,4.0,False
1901,6.0,0.0,0.0,11,0,1,5,1,0.0,1,360,0.0,0.0,False
1902,4.0,64.0,16.0,14,1,4,1,0,3.0,0,425,10.0,0.0,False
1903,2.0,1.0,0.5,0,0,0,0,1,0.0,2,142,0.0,1.0,True
1904,5.0,3.0,0.6,2,0,0,0,2,0.0,1,164,0.0,2.0,True
1905,16.0,30.0,1.875,2,0,1,8,8,0.0,0,138,0.0,18.0,True
1906,18.0,3.0,0.1666666666666666,1,0,0,9,8,0.0,1,130,0.0,2.0,True
1907,3.0,0.0,0.0,4,0,2,2,0,0.0,0,302,0.0,0.0,False
1908,18.0,69.0,3.8333333333333335,9,0,0,9,3,11.0,1,246,16.0,7.0,False
1909,4.0,21.0,5.25,11,0,0,0,2,2.0,2,279,3.0,3.0,False
1910,24.0,10.0,0.4166666666666667,7,0,1,3,2,6.0,0,162,1.0,0.0,False
1911,17.0,66.0,3.882352941176471,8,0,3,4,1,11.0,1,305,3.0,4.0,False
