,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
309,14.0,21.0,1.5,13,0,1,9,3,9.0,1,348,2.0,5.0,False
310,4.0,59.0,14.75,1,0,1,1,3,2.0,1,166,7.0,5.0,False
311,41.0,46.0,1.1219512195121952,3,0,1,4,4,23.0,1,352,3.0,2.0,False
312,3.0,92.0,30.666666666666668,9,3,0,0,0,2.0,0,303,11.0,1.0,False
313,62.0,99.0,1.596774193548387,3,0,1,3,5,40.0,1,121,10.0,8.0,False
314,36.0,3.0,0.08333333333333333,3,0,1,5,3,2.0,0,237,0.0,0.0,False
315,16.0,93.0,5.8125,6,0,2,3,5,9.0,0,257,11.0,8.0,False
316,9.0,73.0,8.11111111111111,2,0,0,8,5,3.0,0,187,1.0,37.0,True
317,89.0,62.0,0.6966292134831461,24,0,0,2,9,49.0,0,217,10.0,4.0,False
318,46.0,107.0,2.3260869565217392,14,0,2,0,0,33.0,1,416,19.0,6.0,False
319,42.0,46.0,1.0952380952380953,3,0,0,7,12,14.0,1,100,0.0,30.0,True
320,5.0,38.0,7.6,3,2,1,0,2,1.0,2,142,0.0,24.0,True
321,6.0,1.0,0.16666666666666666,5,0,1,4,1,1.0,1,210,0.0,0.0,False
322,25.0,132.0,5.28,7,0,0,5,5,13.0,1,239,7.0,11.0,False
323,36.0,81.0,2.25,6,2,0,7,4,22.0,2,382,2.0,12.0,False
325,43.0,93.0,2.1627906976744184,4,0,0,2,2,26.0,0,247,7.0,12.0,False
326,2.0,160.0,80.0,9,0,0,0,0,1.0,1,180,25.0,28.0,False
327,73.0,50.0,0.684931506849315,15,0,1,1,6,42.0,0,355,9.0,3.0,False
329,22.0,11.0,0.5,5,0,0,2,3,9.0,0,471,2.0,0.0,False
330,29.0,199.0,6.862068965517241,1,0,0,7,11,8.0,1,196,0.0,134.0,True
331,22.0,39.0,1.7727272727272727,8,0,0,2,1,15.0,1,297,6.0,1.0,False
332,52.0,114.0,2.1923076923076925,7,0,1,3,3,28.0,1,206,10.0,0.0,False
333,2.0,33.0,16.5,0,0,0,0,0,0.0,1,126,0.0,21.0,True
334,11.0,107.0,9.727272727272727,13,0,0,6,2,7.0,1,159,27.0,20.0,False
335,75.0,239.0,3.1866666666666665,12,0,0,4,7,47.0,0,280,35.0,5.0,False
336,31.0,52.0,1.6774193548387097,6,0,1,1,5,25.0,0,405,5.0,0.0,False
337,5.0,70.0,14.0,2,0,1,0,2,0.0,1,113,0.0,43.0,True
338,48.0,74.0,1.5416666666666667,2,0,1,5,4,30.0,0,205,8.0,6.0,False
339,90.0,5.0,0.05555555555555555,6,0,0,1,6,3.0,1,254,1.0,0.0,False
340,22.0,170.0,7.7272727272727275,2,0,0,10,8,3.0,0,175,0.0,101.0,True
341,33.0,54.0,1.6363636363636365,11,0,0,1,5,23.0,1,285,7.0,1.0,False
342,17.0,23.0,1.3529411764705883,7,0,1,4,5,9.0,1,181,2.0,2.0,False
343,17.0,24.0,1.411764705882353,13,0,2,7,3,11.0,1,242,0.0,5.0,False
344,32.0,39.0,1.21875,7,0,1,7,5,20.0,1,229,2.0,6.0,False
345,24.0,5.0,0.20833333333333334,4,0,0,3,6,3.0,2,108,1.0,0.0,False
346,13.0,83.0,6.384615384615385,9,0,0,7,3,7.0,1,198,0.0,17.0,False
347,12.0,22.0,1.8333333333333333,5,0,0,9,2,7.0,0,210,4.0,4.0,False
348,18.0,96.0,5.333333333333333,5,0,0,3,2,10.0,1,163,8.0,6.0,False
349,17.0,62.0,3.6470588235294117,4,0,1,10,8,0.0,0,177,0.0,41.0,True
350,14.0,225.0,16.071428571428573,3,0,0,5,4,8.0,0,265,17.0,21.0,False
351,41.0,118.0,2.8780487804878048,11,0,2,2,6,35.0,0,452,20.0,0.0,False
352,48.0,81.0,1.6875,10,0,0,3,2,32.0,1,252,7.0,1.0,False
353,17.0,105.0,6.176470588235294,2,0,1,9,8,7.0,1,175,0.0,67.0,True
354,3.0,33.0,11.0,3,0,1,0,0,2.0,1,350,3.0,2.0,False
355,127.0,194.0,1.5275590551181102,20,0,0,11,10,79.0,1,383,14.0,16.0,False
356,30.0,31.0,1.0333333333333334,7,0,0,5,6,17.0,1,261,2.0,2.0,False
357,9.0,106.0,11.777777777777779,2,0,1,5,4,5.0,1,280,8.0,8.0,False
358,11.0,48.0,4.363636363636363,6,0,0,2,0,7.0,2,260,7.0,7.0,False
359,13.0,164.0,12.615384615384615,4,0,0,2,6,8.0,1,198,17.0,12.0,False
360,77.0,11.0,0.14285714285714285,16,0,2,7,5,6.0,1,238,1.0,1.0,False
361,24.0,19.0,0.7916666666666666,1,1,1,8,8,1.0,1,118,0.0,13.0,True
362,20.0,137.0,6.85,3,0,1,8,10,2.0,2,84,1.0,87.0,True
363,8.0,47.0,5.875,1,0,1,7,7,0.0,1,99,0.0,30.0,True
364,61.0,4.0,0.06557377049180328,4,0,2,5,5,2.0,2,326,0.0,0.0,False
365,107.0,216.0,2.0186915887850465,10,0,0,8,9,70.0,0,329,12.0,8.0,False
366,1.0,78.0,78.0,9,0,0,0,0,1.0,1,205,10.0,0.0,False
367,28.0,71.0,2.5357142857142856,8,0,0,1,3,17.0,0,337,6.0,12.0,False
368,1.0,5.0,5.0,14,0,1,0,2,1.0,1,364,0.0,1.0,False
369,151.0,7.0,0.046357615894039736,45,0,7,0,3,6.0,0,349,1.0,0.0,False
370,5.0,76.0,15.2,5,0,1,5,3,3.0,2,212,12.0,14.0,False
371,10.0,57.0,5.7,4,0,1,8,3,1.0,1,141,0.0,29.0,True
372,15.0,121.0,8.066666666666666,12,0,4,1,2,12.0,0,453,14.0,3.0,False
373,105.0,93.0,0.8857142857142857,7,0,1,8,3,65.0,1,153,5.0,2.0,False
374,5.0,10.0,2.0,4,0,2,0,2,1.0,0,50,0.0,6.0,True
375,89.0,91.0,1.0224719101123596,9,0,0,4,6,48.0,1,260,7.0,7.0,False
376,38.0,17.0,0.4473684210526316,4,0,2,3,5,12.0,0,272,1.0,1.0,False
377,52.0,29.0,0.5576923076923077,9,0,0,3,5,26.0,0,288,4.0,3.0,False
378,18.0,74.0,4.111111111111111,6,0,0,3,6,12.0,0,128,7.0,6.0,False
379,8.0,160.0,20.0,3,0,1,7,9,1.0,0,160,1.0,94.0,True
380,91.0,4.0,0.04395604395604396,21,0,0,0,1,3.0,0,489,0.0,0.0,False
381,16.0,85.0,5.3125,4,1,0,2,5,10.0,1,294,10.0,7.0,False
382,36.0,42.0,1.1666666666666667,9,0,0,8,5,22.0,0,211,3.0,5.0,False
383,2.0,76.0,38.0,4,0,0,0,0,1.0,0,118,0.0,44.0,True
384,17.0,2.0,0.11764705882352941,9,0,0,6,3,1.0,1,165,0.0,0.0,False
385,11.0,8.0,0.7272727272727273,1,1,0,8,8,0.0,0,137,0.0,4.0,True
386,11.0,17.0,1.5454545454545454,4,1,0,9,9,6.0,0,176,0.0,10.0,True
388,13.0,52.0,4.0,9,0,0,1,2,10.0,0,443,6.0,0.0,False
389,25.0,164.0,6.56,5,0,1,3,2,17.0,1,280,13.0,10.0,False
390,100.0,69.0,0.69,21,0,2,14,13,43.0,2,214,5.0,9.0,False
391,31.0,61.0,1.967741935483871,6,0,2,3,7,17.0,0,262,7.0,5.0,False
392,22.0,21.0,0.9545454545454546,3,0,1,1,2,14.0,1,216,2.0,0.0,False
393,25.0,71.0,2.84,6,0,0,1,3,21.0,0,418,13.0,3.0,False
394,11.0,70.0,6.363636363636363,1,0,1,8,4,1.0,0,111,0.0,46.0,True
395,79.0,85.0,1.0759493670886076,6,0,0,5,4,40.0,0,374,10.0,8.0,False
396,2.0,151.0,75.5,3,0,1,0,1,1.0,0,292,16.0,15.0,False
397,23.0,21.0,0.9130434782608695,7,0,0,2,1,11.0,0,336,2.0,1.0,False
398,37.0,80.0,2.1621621621621623,2,0,1,2,3,26.0,1,134,8.0,8.0,False
399,34.0,59.0,1.7352941176470589,6,0,2,4,2,22.0,1,247,4.0,1.0,False
400,41.0,8.0,0.1951219512195122,7,0,0,2,4,6.0,1,391,1.0,0.0,False
401,5.0,101.0,20.2,7,0,1,5,4,3.0,1,267,7.0,9.0,False
402,12.0,103.0,8.583333333333334,11,0,0,5,2,7.0,0,297,9.0,24.0,False
403,11.0,21.0,1.9090909090909092,5,0,1,5,5,8.0,0,257,2.0,2.0,False
404,16.0,54.0,3.375,4,0,0,3,2,11.0,1,233,6.0,8.0,False
405,4.0,223.0,55.75,14,0,0,0,2,3.0,0,240,23.0,47.0,False
406,19.0,58.0,3.0526315789473686,4,0,0,3,5,12.0,0,186,3.0,5.0,False
407,4.0,56.0,14.0,1,0,0,3,1,2.0,0,290,5.0,5.0,False
408,21.0,123.0,5.857142857142857,5,0,1,2,2,11.0,1,217,10.0,7.0,False
409,84.0,88.0,1.0476190476190477,7,0,0,1,8,46.0,1,214,7.0,3.0,False
410,14.0,9.0,0.6428571428571429,5,0,0,5,3,6.0,0,376,0.0,1.0,False
411,19.0,51.0,2.6842105263157894,1,0,1,10,8,8.0,1,95,0.0,29.0,True
412,4.0,48.0,12.0,0,0,0,0,2,0.0,0,57,0.0,29.0,True
413,101.0,68.0,0.6732673267326733,11,0,2,2,5,35.0,1,374,6.0,3.0,False
414,41.0,58.0,1.4146341463414633,8,0,3,2,3,27.0,2,242,7.0,4.0,False
415,2.0,17.0,8.5,4,0,1,0,1,0.0,1,189,0.0,9.0,True
416,103.0,86.0,0.8349514563106796,33,0,0,0,2,68.0,1,258,9.0,5.0,False
417,5.0,111.0,22.2,3,0,1,0,2,0.0,1,116,0.0,75.0,True
418,40.0,95.0,2.375,4,0,0,2,3,23.0,1,354,9.0,0.0,False
419,23.0,7.0,0.30434782608695654,7,0,0,3,5,4.0,1,189,1.0,0.0,False
420,2.0,84.0,42.0,2,0,1,0,2,0.0,1,161,0.0,58.0,True
421,25.0,35.0,1.4,7,0,2,3,7,16.0,1,242,3.0,3.0,False
422,23.0,66.0,2.869565217391304,12,0,0,5,5,12.0,1,387,14.0,10.0,False
423,3.0,8.0,2.6666666666666665,3,0,0,0,1,0.0,2,142,0.0,4.0,True
424,11.0,115.0,10.454545454545455,5,0,0,6,2,6.0,0,302,19.0,26.0,False
425,18.0,39.0,2.1666666666666665,4,0,3,8,8,6.0,1,108,0.0,23.0,True
426,38.0,58.0,1.5263157894736843,2,0,0,3,6,21.0,1,106,4.0,5.0,False
427,42.0,56.0,1.3333333333333333,4,0,0,4,2,25.0,0,263,6.0,3.0,False
428,31.0,100.0,3.225806451612903,14,3,1,1,5,22.0,1,306,19.0,10.0,False
429,117.0,56.0,0.47863247863247865,19,0,4,10,10,31.0,0,370,4.0,4.0,False
430,5.0,95.0,19.0,6,0,0,2,3,3.0,0,126,9.0,9.0,False
431,33.0,58.0,1.7575757575757576,2,0,1,8,10,12.0,0,103,0.0,34.0,True
432,16.0,69.0,4.3125,13,0,3,7,2,11.0,1,257,0.0,7.0,False
433,60.0,38.0,0.6333333333333333,18,0,7,9,11,27.0,1,386,10.0,9.0,False
434,87.0,69.0,0.7931034482758621,10,0,1,4,12,53.0,1,201,13.0,3.0,False
435,37.0,82.0,2.2162162162162162,9,5,2,2,3,20.0,0,280,7.0,1.0,False
436,37.0,55.0,1.4864864864864864,14,0,3,7,8,21.0,1,365,8.0,10.0,False
437,30.0,57.0,1.9,2,0,0,5,5,19.0,1,114,5.0,4.0,False
438,40.0,16.0,0.4,5,2,0,6,9,11.0,1,361,3.0,2.0,False
439,55.0,168.0,3.0545454545454547,10,0,1,1,3,34.0,0,332,22.0,19.0,False
440,2.0,79.0,39.5,4,0,0,0,0,2.0,0,272,11.0,3.0,False
441,50.0,14.0,0.28,11,0,2,1,4,11.0,0,287,2.0,0.0,False
442,24.0,65.0,2.7083333333333335,14,0,1,7,5,15.0,1,191,0.0,13.0,False
443,12.0,101.0,8.416666666666666,7,0,0,6,2,6.0,1,350,3.0,20.0,False
444,18.0,84.0,4.666666666666667,4,0,1,1,2,10.0,0,303,10.0,1.0,False
446,26.0,108.0,4.153846153846154,14,0,4,2,5,19.0,1,383,17.0,3.0,False
447,4.0,212.0,53.0,0,0,0,0,1,2.0,1,77,0.0,140.0,True
448,124.0,121.0,0.9758064516129032,14,0,0,10,5,68.0,0,236,7.0,7.0,False
449,11.0,221.0,20.09090909090909,1,0,1,10,6,6.0,0,116,0.0,113.0,True
450,31.0,16.0,0.5161290322580645,5,0,1,3,6,9.0,1,160,1.0,1.0,False
451,21.0,26.0,1.2380952380952381,3,0,1,4,6,14.0,1,184,2.0,2.0,False
452,7.0,110.0,15.714285714285714,4,0,0,7,6,1.0,0,169,0.0,57.0,True
453,8.0,3.0,0.375,7,0,2,6,1,2.0,2,256,0.0,1.0,False
454,13.0,90.0,6.923076923076923,1,0,1,9,9,1.0,0,55,0.0,51.0,True
455,9.0,68.0,7.555555555555555,8,0,2,7,2,6.0,1,386,8.0,17.0,False
456,10.0,99.0,9.9,2,0,0,10,4,6.0,1,154,0.0,65.0,True
457,30.0,63.0,2.1,2,0,1,4,6,20.0,0,199,4.0,6.0,False
458,41.0,30.0,0.7317073170731707,9,0,3,3,4,16.0,0,325,2.0,0.0,False
459,9.0,6.0,0.6666666666666666,9,0,3,8,2,3.0,0,188,1.0,1.0,False
460,8.0,69.0,8.625,4,0,0,5,5,4.0,0,127,4.0,5.0,False
461,75.0,38.0,0.5066666666666667,14,0,4,4,10,33.0,1,239,7.0,2.0,False
462,25.0,44.0,1.76,6,0,0,0,0,21.0,0,372,5.0,2.0,False
463,12.0,22.0,1.8333333333333333,3,0,0,2,6,6.0,0,269,2.0,2.0,False
464,6.0,68.0,11.333333333333334,12,0,3,2,2,5.0,1,425,8.0,1.0,False
465,55.0,38.0,0.6909090909090909,16,0,1,1,5,33.0,1,475,7.0,1.0,False
466,34.0,20.0,0.5882352941176471,2,0,1,2,6,14.0,1,297,1.0,2.0,False
467,4.0,125.0,31.25,4,0,0,0,1,0.0,1,114,0.0,84.0,True
468,36.0,30.0,0.8333333333333334,5,0,2,1,2,16.0,1,302,3.0,0.0,False
469,21.0,106.0,5.0476190476190474,12,0,1,2,2,16.0,0,327,20.0,6.0,False
470,26.0,73.0,2.8076923076923075,7,0,2,3,1,18.0,0,177,6.0,0.0,False
471,40.0,77.0,1.925,5,0,1,2,5,26.0,1,147,5.0,7.0,False
472,6.0,11.0,1.8333333333333333,11,0,0,1,2,5.0,0,460,1.0,0.0,False
473,13.0,114.0,8.76923076923077,12,0,0,9,3,8.0,1,297,27.0,25.0,False
474,35.0,36.0,1.0285714285714285,4,0,0,2,3,21.0,0,312,4.0,0.0,False
475,1.0,121.0,121.0,2,0,0,0,2,0.0,0,133,1.0,64.0,True
476,9.0,98.0,10.88888888888889,2,0,1,4,5,6.0,0,138,10.0,9.0,False
477,38.0,8.0,0.21052631578947367,7,0,0,2,4,7.0,0,486,1.0,0.0,False
478,18.0,111.0,6.166666666666667,5,0,2,5,6,11.0,1,261,6.0,11.0,False
479,37.0,111.0,3.0,6,0,0,8,7,25.0,0,186,14.0,27.0,False
480,68.0,85.0,1.25,23,0,0,2,9,56.0,0,464,15.0,7.0,False
481,38.0,31.0,0.8157894736842105,3,0,1,2,2,16.0,0,377,2.0,1.0,False
482,5.0,114.0,22.8,3,0,1,0,2,1.0,0,82,0.0,74.0,True
483,17.0,125.0,7.352941176470588,10,3,0,1,3,15.0,0,436,24.0,7.0,False
484,18.0,105.0,5.833333333333333,2,0,2,4,6,9.0,0,289,10.0,8.0,False
485,55.0,55.0,1.0,4,0,0,1,5,29.0,1,275,3.0,6.0,False
486,10.0,49.0,4.9,3,0,0,9,5,4.0,1,155,0.0,25.0,True
487,41.0,25.0,0.6097560975609756,9,0,0,2,2,17.0,0,289,4.0,0.0,False
488,51.0,107.0,2.0980392156862746,9,0,0,1,4,45.0,0,367,21.0,0.0,False
489,29.0,62.0,2.1379310344827585,3,0,1,2,1,15.0,0,255,6.0,0.0,False
490,21.0,80.0,3.8095238095238093,7,0,0,4,2,12.0,1,287,8.0,2.0,False
491,13.0,117.0,9.0,2,0,1,8,9,4.0,1,163,2.0,63.0,True
492,14.0,97.0,6.928571428571429,12,0,0,5,2,9.0,0,242,23.0,12.0,False
493,12.0,16.0,1.3333333333333333,10,0,2,2,2,9.0,0,292,3.0,1.0,False
494,19.0,21.0,1.105263157894737,3,0,0,8,9,3.0,2,104,0.0,11.0,True
496,48.0,2.0,0.041666666666666664,7,0,0,0,0,2.0,0,356,0.0,0.0,False
497,6.0,76.0,12.666666666666666,4,0,0,2,1,4.0,0,324,7.0,5.0,False
498,29.0,12.0,0.41379310344827586,3,0,0,3,6,7.0,0,124,1.0,1.0,False
499,32.0,97.0,3.03125,7,2,1,5,5,20.0,0,179,18.0,18.0,False
500,17.0,13.0,0.7647058823529411,9,0,0,0,0,11.0,0,325,2.0,0.0,False
501,2.0,50.0,25.0,4,0,2,0,0,1.0,0,344,0.0,7.0,False
502,17.0,123.0,7.235294117647059,3,0,1,4,1,10.0,2,398,18.0,12.0,False
503,24.0,105.0,4.375,10,0,0,9,3,17.0,1,263,14.0,21.0,False
504,30.0,106.0,3.533333333333333,6,0,0,6,6,20.0,0,277,19.0,23.0,False
505,40.0,28.0,0.7,8,0,4,9,7,18.0,1,336,1.0,5.0,False
506,2.0,41.0,20.5,6,0,0,1,4,1.0,0,297,5.0,4.0,False
507,13.0,11.0,0.8461538461538461,2,0,1,7,9,4.0,0,77,0.0,6.0,True
508,6.0,63.0,10.5,9,0,0,2,3,5.0,0,245,12.0,2.0,False
509,10.0,96.0,9.6,8,0,0,2,0,6.0,1,172,7.0,0.0,False
510,115.0,84.0,0.7304347826086957,21,0,3,0,0,74.0,0,330,12.0,7.0,False
511,46.0,31.0,0.6739130434782609,6,0,0,5,5,16.0,1,355,4.0,6.0,False
512,48.0,29.0,0.6041666666666666,15,0,4,0,0,21.0,0,304,4.0,0.0,False
513,2.0,135.0,67.5,0,0,0,0,0,0.0,0,118,0.0,84.0,True
514,7.0,198.0,28.285714285714285,3,0,0,7,6,0.0,0,108,0.0,107.0,True
515,15.0,61.0,4.066666666666666,4,0,1,7,8,2.0,0,109,0.0,39.0,True
516,24.0,3.0,0.125,4,0,1,9,10,0.0,1,126,0.0,2.0,True
519,21.0,117.0,5.571428571428571,6,0,2,5,5,11.0,0,334,3.0,16.0,False
520,30.0,86.0,2.8666666666666667,4,0,0,1,1,17.0,0,268,9.0,5.0,False
521,21.0,65.0,3.0952380952380953,9,0,3,3,1,12.0,1,233,5.0,2.0,False
522,5.0,219.0,43.8,7,0,2,3,4,3.0,1,129,16.0,20.0,False
523,28.0,109.0,3.892857142857143,7,1,1,2,5,20.0,1,261,13.0,10.0,False
524,18.0,61.0,3.388888888888889,4,0,0,10,9,3.0,1,59,0.0,37.0,True
525,78.0,82.0,1.0512820512820513,14,0,8,3,5,42.0,2,151,9.0,6.0,False
526,28.0,56.0,2.0,7,0,0,2,1,17.0,0,363,8.0,1.0,False
527,163.0,122.0,0.7484662576687117,39,0,0,3,12,105.0,1,221,17.0,2.0,False
528,106.0,7.0,0.0660377358490566,25,0,0,3,5,4.0,1,269,0.0,1.0,False
529,2.0,70.0,35.0,3,0,0,0,0,0.0,0,109,0.0,44.0,True
530,9.0,0.0,0.0,5,0,1,3,4,0.0,0,266,0.0,0.0,False
531,7.0,168.0,24.0,4,0,0,1,0,4.0,0,266,25.0,28.0,False
532,61.0,112.0,1.8360655737704918,11,0,0,6,7,31.0,2,248,11.0,9.0,False
533,1.0,104.0,104.0,7,2,0,0,0,1.0,2,203,9.0,21.0,False
534,14.0,57.0,4.071428571428571,13,0,0,5,2,7.0,1,365,16.0,13.0,False
535,12.0,82.0,6.833333333333333,2,0,1,10,8,0.0,0,88,0.0,56.0,True
536,28.0,40.0,1.4285714285714286,3,1,1,5,5,19.0,0,141,4.0,3.0,False
537,21.0,167.0,7.9523809523809526,3,0,0,8,9,2.0,1,139,1.0,110.0,True
538,20.0,17.0,0.85,13,0,0,1,3,15.0,1,412,2.0,0.0,False
539,27.0,41.0,1.5185185185185186,3,0,1,3,2,16.0,1,357,5.0,7.0,False
540,22.0,75.0,3.409090909090909,2,0,1,4,5,15.0,1,134,4.0,7.0,False
541,32.0,66.0,2.0625,7,0,1,3,1,17.0,1,176,8.0,4.0,False
542,23.0,65.0,2.8260869565217392,6,0,0,2,6,17.0,0,240,10.0,0.0,False
543,42.0,10.0,0.23809523809523808,6,0,0,0,0,9.0,0,260,1.0,0.0,False
544,36.0,178.0,4.944444444444445,8,0,1,3,3,24.0,1,372,14.0,0.0,False
545,19.0,91.0,4.7894736842105265,4,0,0,7,8,1.0,2,110,0.0,60.0,True
546,20.0,7.0,0.35,1,0,0,10,9,2.0,2,94,0.0,4.0,True
547,3.0,61.0,20.333333333333332,4,0,2,0,1,0.0,0,153,0.0,34.0,True
548,6.0,76.0,12.666666666666666,3,0,0,3,0,4.0,2,294,8.0,0.0,False
550,22.0,92.0,4.181818181818182,5,0,1,8,3,13.0,0,215,0.0,21.0,False
551,7.0,34.0,4.857142857142857,3,1,0,7,8,2.0,0,57,0.0,24.0,True
552,27.0,171.0,6.333333333333333,7,0,1,1,4,19.0,1,282,24.0,8.0,False
553,5.0,74.0,14.8,2,0,0,0,2,0.0,1,166,0.0,45.0,True
554,43.0,219.0,5.093023255813954,11,0,1,1,5,32.0,0,408,31.0,16.0,False
555,1.0,22.0,22.0,8,0,0,0,2,1.0,0,387,2.0,5.0,False
556,7.0,21.0,3.0,2,0,1,7,4,2.0,1,74,0.0,11.0,True
557,17.0,83.0,4.882352941176471,3,0,0,10,9,2.0,1,144,0.0,53.0,True
558,26.0,94.0,3.6153846153846154,5,0,0,2,4,21.0,0,322,13.0,6.0,False
559,2.0,9.0,4.5,1,0,0,1,1,1.0,1,216,1.0,1.0,False
560,19.0,5.0,0.2631578947368421,14,0,0,8,4,3.0,2,161,0.0,1.0,False
561,46.0,15.0,0.32608695652173914,9,0,1,1,6,12.0,0,423,3.0,0.0,False
562,9.0,45.0,5.0,2,0,1,8,6,1.0,1,198,0.0,23.0,True
563,45.0,53.0,1.1777777777777778,10,0,1,2,4,24.0,0,353,5.0,1.0,False
564,27.0,227.0,8.407407407407407,4,0,2,2,5,14.0,1,282,27.0,17.0,False
565,6.0,103.0,17.166666666666668,3,0,1,0,2,0.0,0,89,0.0,61.0,True
566,73.0,76.0,1.0410958904109588,13,0,0,3,7,44.0,0,189,8.0,8.0,False
567,64.0,114.0,1.78125,15,0,4,6,8,41.0,1,151,3.0,14.0,False
568,16.0,77.0,4.8125,11,0,1,8,3,9.0,0,261,17.0,12.0,False
569,6.0,10.0,1.6666666666666667,5,0,3,6,2,3.0,2,384,1.0,2.0,False
570,19.0,77.0,4.052631578947368,2,0,1,2,5,10.0,0,165,7.0,7.0,False
571,15.0,71.0,4.733333333333333,6,1,0,6,2,8.0,1,215,4.0,17.0,False
572,21.0,79.0,3.761904761904762,2,0,0,4,5,11.0,1,183,5.0,6.0,False
573,13.0,124.0,9.538461538461538,1,0,1,10,5,1.0,1,70,0.0,83.0,True
574,3.0,13.0,4.333333333333333,1,0,0,0,1,1.0,2,55,0.0,7.0,True
575,3.0,39.0,13.0,6,2,0,1,0,2.0,0,174,6.0,0.0,False
576,30.0,197.0,6.566666666666666,12,0,0,8,6,16.0,1,258,27.0,47.0,False
577,118.0,64.0,0.5423728813559322,30,0,0,5,10,46.0,0,485,8.0,6.0,False
578,18.0,72.0,4.0,5,0,2,6,5,12.0,1,178,8.0,13.0,False
579,25.0,18.0,0.72,6,0,2,2,2,11.0,1,348,2.0,0.0,False
580,21.0,63.0,3.0,6,0,0,4,5,11.0,0,146,5.0,5.0,False
581,15.0,105.0,7.0,3,0,0,10,9,3.0,2,198,0.0,69.0,True
582,57.0,74.0,1.2982456140350878,9,0,2,4,8,30.0,0,296,6.0,6.0,False
583,31.0,58.0,1.8709677419354838,11,0,0,2,6,28.0,0,448,8.0,0.0,False
584,15.0,59.0,3.933333333333333,3,0,1,5,6,9.0,1,148,3.0,6.0,False
585,36.0,56.0,1.5555555555555556,5,0,0,7,4,21.0,0,379,3.0,12.0,False
586,8.0,1.0,0.125,5,0,0,3,0,1.0,0,377,0.0,0.0,False
587,15.0,7.0,0.4666666666666667,6,0,0,8,2,5.0,0,246,0.0,1.0,False
588,2.0,3.0,1.5,4,0,1,0,0,0.0,0,92,0.0,2.0,True
589,10.0,17.0,1.7,7,0,0,1,1,6.0,0,361,1.0,1.0,False
590,47.0,28.0,0.5957446808510638,6,0,3,5,6,15.0,1,285,2.0,4.0,False
591,39.0,3.0,0.07692307692307693,6,0,0,4,2,2.0,1,231,0.0,0.0,False
592,8.0,92.0,11.5,7,0,2,1,2,7.0,0,362,14.0,7.0,False
593,26.0,131.0,5.038461538461538,12,0,1,2,3,21.0,0,471,24.0,6.0,False
594,6.0,2.0,0.3333333333333333,1,0,0,0,2,0.0,2,109,0.0,1.0,True
595,209.0,13.0,0.06220095693779904,72,0,22,0,3,10.0,0,361,1.0,0.0,False
596,33.0,62.0,1.878787878787879,4,2,1,3,5,22.0,0,295,5.0,6.0,False
597,70.0,83.0,1.1857142857142857,19,0,0,0,0,56.0,0,311,9.0,1.0,False
598,40.0,39.0,0.975,7,0,2,1,2,20.0,1,216,5.0,4.0,False
599,33.0,58.0,1.7575757575757576,6,0,0,4,1,17.0,0,234,8.0,0.0,False
600,48.0,44.0,0.9166666666666666,4,0,1,3,2,31.0,0,232,5.0,4.0,False
601,25.0,59.0,2.36,7,0,0,2,4,18.0,0,431,9.0,0.0,False
602,73.0,111.0,1.5205479452054795,23,4,0,0,0,60.0,1,427,13.0,3.0,False
603,11.0,81.0,7.363636363636363,8,0,0,5,3,6.0,1,345,8.0,16.0,False
604,66.0,53.0,0.803030303030303,16,2,0,1,7,39.0,0,267,8.0,2.0,False
605,7.0,55.0,7.857142857142857,7,0,2,2,5,5.0,1,261,5.0,4.0,False
606,6.0,55.0,9.166666666666666,14,0,1,5,0,3.0,0,342,11.0,11.0,False
607,54.0,102.0,1.8888888888888888,14,0,0,2,5,40.0,0,285,18.0,7.0,False
608,6.0,261.0,43.5,1,0,1,0,2,2.0,1,197,0.0,151.0,True
609,68.0,52.0,0.7647058823529411,19,0,0,0,2,38.0,0,435,8.0,1.0,False
610,25.0,77.0,3.08,5,0,0,8,5,17.0,1,262,11.0,9.0,False
611,43.0,33.0,0.7674418604651163,14,0,0,7,8,18.0,1,376,6.0,6.0,False
612,10.0,2.0,0.2,7,1,0,3,5,1.0,0,282,0.0,0.0,False
613,42.0,24.0,0.5714285714285714,7,0,0,1,6,20.0,0,431,3.0,0.0,False
614,29.0,2.0,0.06896551724137931,12,0,0,6,6,1.0,1,263,0.0,0.0,False
615,24.0,95.0,3.9583333333333335,4,0,2,4,2,13.0,1,361,7.0,0.0,False
616,1.0,66.0,66.0,3,0,1,0,1,1.0,0,316,6.0,10.0,False
618,2.0,2.0,1.0,2,0,0,0,1,2.0,1,177,0.0,1.0,True
619,7.0,64.0,9.142857142857142,13,0,0,6,3,5.0,1,342,8.0,8.0,False
620,5.0,70.0,14.0,3,0,1,1,0,3.0,1,207,6.0,2.0,False
621,26.0,79.0,3.0384615384615383,6,0,4,2,1,13.0,1,364,10.0,0.0,False
